,Direction,lag_1,lag_2,lag_3,lag_4,lag_5
5,1.0,0.007256466636488046,-0.0015221626424085644,0.0034213833330258847,-0.005408117895990605,-0.004837564396128702
6,0.0,0.018949056378758877,0.007256466636488046,-0.0015221626424085644,0.0034213833330258847,-0.005408117895990605
7,1.0,-0.002376531428632034,0.018949056378758877,0.007256466636488046,-0.0015221626424085644,0.0034213833330258847
8,1.0,0.015484431767388784,-0.002376531428632034,0.018949056378758877,0.007256466636488046,-0.0015221626424085644
9,1.0,0.0017594452454239295,0.015484431767388784,-0.002376531428632034,0.018949056378758877,0.007256466636488046
10,0.0,0.0022247175484422232,0.0017594452454239295,0.015484431767388784,-0.002376531428632034,0.018949056378758877
11,1.0,-0.0026871078604228105,0.0022247175484422232,0.0017594452454239295,0.015484431767388784,-0.002376531428632034
12,1.0,0.003455813353383963,-0.0026871078604228105,0.0022247175484422232,0.0017594452454239295,0.015484431767388784
13,1.0,0.022822722625735148,0.003455813353383963,-0.0026871078604228105,0.0022247175484422232,0.0017594452454239295
14,1.0,0.0014266963745179773,0.022822722625735148,0.003455813353383963,-0.0026871078604228105,0.0022247175484422232
15,0.0,0.01037159244065644,0.0014266963745179773,0.022822722625735148,0.003455813353383963,-0.0026871078604228105
16,1.0,-0.003327670558471385,0.01037159244065644,0.0014266963745179773,0.022822722625735148,0.003455813353383963
17,1.0,0.00362174735242915,-0.003327670558471385,0.01037159244065644,0.0014266963745179773,0.022822722625735148
18,1.0,0.0002818607178394217,0.00362174735242915,-0.003327670558471385,0.01037159244065644,0.0014266963745179773
19,1.0,0.01003381657386071,0.0002818607178394217,0.00362174735242915,-0.003327670558471385,0.01037159244065644
20,1.0,0.001172039335887165,0.01003381657386071,0.0002818607178394217,0.00362174735242915,-0.003327670558471385
21,0.0,0.0013379006708174046,0.001172039335887165,0.01003381657386071,0.0002818607178394217,0.00362174735242915
22,1.0,-0.0055669986759728785,0.0013379006708174046,0.001172039335887165,0.01003381657386071,0.0002818607178394217
23,1.0,0.009628847068553714,-0.0055669986759728785,0.0013379006708174046,0.001172039335887165,0.01003381657386071
24,0.0,0.0014416134812882397,0.009628847068553714,-0.0055669986759728785,0.0013379006708174046,0.001172039335887165
25,1.0,-0.000996666845708094,0.0014416134812882397,0.009628847068553714,-0.0055669986759728785,0.0013379006708174046
26,1.0,0.007703896546734423,-0.000996666845708094,0.0014416134812882397,0.009628847068553714,-0.0055669986759728785
27,0.0,0.0020349520721336667,0.007703896546734423,-0.000996666845708094,0.0014416134812882397,0.009628847068553714
28,1.0,-0.00922118108325165,0.0020349520721336667,0.007703896546734423,-0.000996666845708094,0.0014416134812882397
29,1.0,0.0002770095916295734,-0.00922118108325165,0.0020349520721336667,0.007703896546734423,-0.000996666845708094
30,0.0,0.015451971814931076,0.0002770095916295734,-0.00922118108325165,0.0020349520721336667,0.007703896546734423
31,0.0,-0.005126817394268235,0.015451971814931076,0.0002770095916295734,-0.00922118108325165,0.0020349520721336667
32,0.0,-0.004440534961010156,-0.005126817394268235,0.015451971814931076,0.0002770095916295734,-0.00922118108325165
33,0.0,-0.0014868061182773396,-0.004440534961010156,-0.005126817394268235,0.015451971814931076,0.0002770095916295734
34,0.0,-0.0008272707127638945,-0.0014868061182773396,-0.004440534961010156,-0.005126817394268235,0.015451971814931076
35,0.0,-0.005464129805987983,-0.0008272707127638945,-0.0014868061182773396,-0.004440534961010156,-0.005126817394268235
36,0.0,-0.004606254458002557,-0.005464129805987983,-0.0008272707127638945,-0.0014868061182773396,-0.004440534961010156
37,1.0,-0.0007248271592059652,-0.004606254458002557,-0.005464129805987983,-0.0008272707127638945,-0.0014868061182773396
38,0.0,0.01082409219046121,-0.0007248271592059652,-0.004606254458002557,-0.005464129805987983,-0.0008272707127638945
39,1.0,-0.0025390020703095484,0.01082409219046121,-0.0007248271592059652,-0.004606254458002557,-0.005464129805987983
40,1.0,0.0026007746211862415,-0.0025390020703095484,0.01082409219046121,-0.0007248271592059652,-0.004606254458002557
41,0.0,0.01131473164368657,0.0026007746211862415,-0.0025390020703095484,0.01082409219046121,-0.0007248271592059652
42,1.0,-0.006385406459322285,0.01131473164368657,0.0026007746211862415,-0.0025390020703095484,0.01082409219046121
43,0.0,0.0009337471265928876,-0.006385406459322285,0.01131473164368657,0.0026007746211862415,-0.0025390020703095484
44,0.0,-0.008670372796364512,0.0009337471265928876,-0.006385406459322285,0.01131473164368657,0.0026007746211862415
45,0.0,-0.0063105399272805895,-0.008670372796364512,0.0009337471265928876,-0.006385406459322285,0.01131473164368657
46,0.0,-0.0022839341062874663,-0.0063105399272805895,-0.008670372796364512,0.0009337471265928876,-0.006385406459322285
47,1.0,-0.0017309491324083437,-0.0022839341062874663,-0.0063105399272805895,-0.008670372796364512,0.0009337471265928876
48,0.0,0.004866105677402421,-0.0017309491324083437,-0.0022839341062874663,-0.0063105399272805895,-0.008670372796364512
49,0.0,-0.00818213273556434,0.004866105677402421,-0.0017309491324083437,-0.0022839341062874663,-0.0063105399272805895
50,0.0,-0.001964229171511067,-0.00818213273556434,0.004866105677402421,-0.0017309491324083437,-0.0022839341062874663
51,1.0,-0.007366155136440677,-0.001964229171511067,-0.00818213273556434,0.004866105677402421,-0.0017309491324083437
52,1.0,0.0019826998356240466,-0.007366155136440677,-0.001964229171511067,-0.00818213273556434,0.004866105677402421
53,0.0,0.015038375875215282,0.0019826998356240466,-0.007366155136440677,-0.001964229171511067,-0.00818213273556434
54,1.0,-0.0025620531242862565,0.015038375875215282,0.0019826998356240466,-0.007366155136440677,-0.001964229171511067
55,0.0,0.0015077283727080726,-0.0025620531242862565,0.015038375875215282,0.0019826998356240466,-0.007366155136440677
56,0.0,-0.0017285363235506335,0.0015077283727080726,-0.0025620531242862565,0.015038375875215282,0.0019826998356240466
57,1.0,-0.005976273692101741,-0.0017285363235506335,0.0015077283727080726,-0.0025620531242862565,0.015038375875215282
58,1.0,0.002584660321488741,-0.005976273692101741,-0.0017285363235506335,0.0015077283727080726,-0.0025620531242862565
59,1.0,0.006220927218216987,0.002584660321488741,-0.005976273692101741,-0.0017285363235506335,0.0015077283727080726
60,1.0,0.006238225708296907,0.006220927218216987,0.002584660321488741,-0.005976273692101741,-0.0017285363235506335
61,0.0,0.00337650828348246,0.006238225708296907,0.006220927218216987,0.002584660321488741,-0.005976273692101741
62,0.0,-0.004082335652179969,0.00337650828348246,0.006238225708296907,0.006220927218216987,0.002584660321488741
63,0.0,-0.007865717652831727,-0.004082335652179969,0.00337650828348246,0.006238225708296907,0.006220927218216987
64,0.0,-0.00044666405869764336,-0.007865717652831727,-0.004082335652179969,0.00337650828348246,0.006238225708296907
