,Direction,lag_1,lag_2,lag_3,lag_4,lag_5
5,1.0,0.005284565040650335,0.0004066937878819399,-0.0008127265141147921,-0.0012174837958802698,0.002033346938593361
6,1.0,0.01374845919431733,0.005284565040650335,0.0004066937878819399,-0.0008127265141147921,-0.0012174837958802698
7,1.0,0.00598324698025432,0.01374845919431733,0.005284565040650335,0.0004066937878819399,-0.0008127265141147921
8,1.0,0.01308486534200859,0.00598324698025432,0.01374845919431733,0.005284565040650335,0.0004066937878819399
9,1.0,0.009001909980430378,0.01308486534200859,0.00598324698025432,0.01374845919431733,0.005284565040650335
10,1.0,0.009309635809602979,0.009001909980430378,0.01308486534200859,0.00598324698025432,0.01374845919431733
11,1.0,0.0038431973631116723,0.009309635809602979,0.009001909980430378,0.01308486534200859,0.00598324698025432
12,1.0,0.007274096143609743,0.0038431973631116723,0.009309635809602979,0.009001909980430378,0.01308486534200859
13,1.0,0.01254271351099856,0.007274096143609743,0.0038431973631116723,0.009309635809602979,0.009001909980430378
14,1.0,0.007507507676595582,0.01254271351099856,0.007274096143609743,0.0038431973631116723,0.009309635809602979
15,1.0,0.008569366808555134,0.007507507676595582,0.01254271351099856,0.007274096143609743,0.0038431973631116723
16,1.0,0.005910513221550895,0.008569366808555134,0.007507507676595582,0.01254271351099856,0.007274096143609743
17,1.0,0.006243158556437534,0.005910513221550895,0.008569366808555134,0.007507507676595582,0.01254271351099856
18,1.0,0.0036496350364962904,0.006243158556437534,0.005910513221550895,0.008569366808555134,0.007507507676595582
19,1.0,0.004363679999999981,0.0036496350364962904,0.006243158556437534,0.005910513221550895,0.008569366808555134
20,1.0,0.008689333438551827,0.004363679999999981,0.0036496350364962904,0.006243158556437534,0.005910513221550895
21,0.0,0.00035895907338923116,0.008689333438551827,0.004363679999999981,0.0036496350364962904,0.006243158556437534
22,1.0,-0.0010764908040262755,0.00035895907338923116,0.008689333438551827,0.004363679999999981,0.0036496350364962904
23,1.0,0.008620668289238465,-0.0010764908040262755,0.00035895907338923116,0.008689333438551827,0.004363679999999981
24,1.0,0.006410320786765844,0.008620668289238465,-0.0010764908040262755,0.00035895907338923116,0.008689333438551827
25,1.0,0.00672326241918042,0.006410320786765844,0.008620668289238465,-0.0010764908040262755,0.00035895907338923116
26,1.0,0.009138861159929679,0.00672326241918042,0.006410320786765844,0.008620668289238465,-0.0010764908040262755
27,0.0,0.004527997118885407,0.009138861159929679,0.00672326241918042,0.006410320786765844,0.008620668289238465
28,0.0,-0.003467406452165145,0.004527997118885407,0.009138861159929679,0.00672326241918042,0.006410320786765844
29,1.0,-0.0027835352007696823,-0.003467406452165145,0.004527997118885407,0.009138861159929679,0.00672326241918042
30,1.0,0.005931549073310061,-0.0027835352007696823,-0.003467406452165145,0.004527997118885407,0.009138861159929679
31,0.0,0.00034688173486840945,0.005931549073310061,-0.0027835352007696823,-0.003467406452165145,0.004527997118885407
32,0.0,-0.0024271221031993973,0.00034688173486840945,0.005931549073310061,-0.0027835352007696823,-0.003467406452165145
33,1.0,-0.0027807367627082913,-0.0024271221031993973,0.00034688173486840945,0.005931549073310061,-0.0027835352007696823
34,0.0,0.0013941931277976494,-0.0027807367627082913,-0.0024271221031993973,0.00034688173486840945,0.005931549073310061
35,0.0,-0.0010441629395403496,0.0013941931277976494,-0.0027807367627082913,-0.0024271221031993973,0.00034688173486840945
36,0.0,-0.0027874146341463346,-0.0010441629395403496,0.0013941931277976494,-0.0027807367627082913,-0.0024271221031993973
37,1.0,-0.0076869738216504,-0.0027874146341463346,-0.0010441629395403496,0.0013941931277976494,-0.0027807367627082913
38,0.0,0.0035211267605634866,-0.0076869738216504,-0.0027874146341463346,-0.0010441629395403496,0.0013941931277976494
39,1.0,-0.0031578736842104993,0.0035211267605634866,-0.0076869738216504,-0.0027874146341463346,-0.0010441629395403496
40,1.0,0.0003520098482503453,-0.0031578736842104993,0.0035211267605634866,-0.0076869738216504,-0.0027874146341463346
41,0.0,0.01055594607082555,0.0003520098482503453,-0.0031578736842104993,0.0035211267605634866,-0.0076869738216504
42,0.0,-0.0003482102918574981,0.01055594607082555,0.0003520098482503453,-0.0031578736842104993,0.0035211267605634866
43,0.0,-0.005572991872386135,-0.0003482102918574981,0.01055594607082555,0.0003520098482503453,-0.0031578736842104993
44,0.0,-0.008055999999999952,-0.005572991872386135,-0.0003482102918574981,0.01055594607082555,0.0003520098482503453
45,0.0,-0.0028249221966841764,-0.008055999999999952,-0.005572991872386135,-0.0003482102918574981,0.01055594607082555
46,1.0,-0.004249228135606797,-0.0028249221966841764,-0.008055999999999952,-0.005572991872386135,-0.0003482102918574981
47,0.0,0.0007111735116140938,-0.004249228135606797,-0.0028249221966841764,-0.008055999999999952,-0.005572991872386135
48,0.0,-0.011371649140831108,0.0007111735116140938,-0.004249228135606797,-0.0028249221966841764,-0.008055999999999952
49,1.0,-0.0025162184392717446,-0.011371649140831108,0.0007111735116140938,-0.004249228135606797,-0.0028249221966841764
50,0.0,0.0018018018018017834,-0.0025162184392717446,-0.011371649140831108,0.0007111735116140938,-0.004249228135606797
51,1.0,-0.0032373884892086258,0.0018018018018017834,-0.0025162184392717446,-0.011371649140831108,0.0007111735116140938
52,0.0,0.006495806427373241,-0.0032373884892086258,0.0018018018018017834,-0.0025162184392717446,-0.011371649140831108
53,1.0,-0.0003585729729345122,0.006495806427373241,-0.0032373884892086258,0.0018018018018017834,-0.0025162184392717446
